Hotel Name,Price (SAR),Rating,Reviews,Address,City,Check-in,Check-out,Search Area,Season_Type,Religious_Context,Latitude,Longitude,Stay_Duration,Price_Category
شاليهات بلنسية الاندلس,371.0,4.1,333.0,"Lat: 21.2091177, Lng: 40.4076217",Taif,2026-06-10,2026-06-15,Hotels in Taif for Hajj visitors,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2091177,40.4076217,5,Mid-Range
توق,371.0,4.1,82.0,"Lat: 21.4591408, Lng: 40.4725263",Taif,2026-06-10,2026-06-15,Hotels in Taif for Hajj visitors,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4591408,40.4725263,5,Mid-Range
قصر لازورد - Economy Double Room,253.0,4.3,8.0,"Lat: 21.321109771728516, Lng: 40.43415832519531",Taif,2026-06-10,2026-06-15,Hotels in Taif near Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.32110977172852,40.43415832519531,5,Budget
شاليهات ويستن - Westin Chalet,371.0,4.4,38.0,"Lat: 21.345915899999998, Lng: 40.467408999999996",Taif,2026-06-10,2026-06-15,Hotels in Taif near Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3459159,40.467409,5,Mid-Range
دار الهناء - One-Bedroom Apartment,250.0,4.1,0.0,"Lat: 21.286439895629883, Lng: 40.405540466308594",Taif,2026-06-10,2026-06-15,Umrah visitor hotels in Taif,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.286439895629883,40.405540466308594,5,Budget
W Hotel Apartment - Two-Bedroom Apartment,235.0,4.1,0.0,"Lat: 21.28400993347168, Lng: 40.44371032714844",Taif,2026-06-10,2026-06-15,Umrah visitor hotels in Taif,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.28400993347168,40.44371032714844,5,Budget
سديم الفجر للشقق الفندقية - Sadeem Alfajr Hotel Apartments,618.0,3.6,819.0,"Lat: 21.2882806, Lng: 40.416078500000005",Taif,2026-06-10,2026-06-15,Umrah visitor hotels in Taif,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2882806,40.416078500000005,5,Mid-Range
اللؤلؤة النرجسية للوحدات السكنية,371.0,3.8,282.0,"Lat: 21.2689243, Lng: 40.4543691",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2689243,40.4543691,5,Mid-Range
روائع إبداعية للشقق المخدومة,371.0,3.3,1365.0,"Lat: 21.3203565, Lng: 40.4311657",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3203565,40.4311657,5,Mid-Range
فندق أمل السعاده,371.0,3.3,127.0,"Lat: 21.4787182, Lng: 40.4853581",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4787182,40.4853581,5,Mid-Range
استراحة درة ليه,371.0,4.3,55.0,"Lat: 21.2255604, Lng: 40.5360663",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2255604,40.5360663,5,Mid-Range
سكاي لاند جبرة,371.0,4.3,28.0,"Lat: 21.3057894, Lng: 40.4667949",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3057894,40.4667949,5,Mid-Range
النهدي للوحدات السكنية المفروشة - المؤتمرات,371.0,3.5,100.0,"Lat: 21.3194254, Lng: 40.4284574",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3194254,40.4284574,5,Mid-Range
فندق سفاري الهدا,371.0,3.0,1167.0,"Lat: 21.2787051, Lng: 40.4043987",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2787051,40.4043987,5,Mid-Range
استراحة كرم الضيافة,371.0,4.3,80.0,"Lat: 21.393625, Lng: 40.5187837",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.393625,40.5187837,5,Mid-Range
رمال السيل للشقق المخدومة,371.0,4.3,73.0,"Lat: 21.5032681, Lng: 40.4906192",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5032681,40.4906192,5,Mid-Range
سوار للوحدات السكنية المفروشة,371.0,4.1,520.0,"Lat: 21.351195, Lng: 40.4434675",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.351195,40.4434675,5,Mid-Range
سماء الطائف للوحدات السكنيه المفروشه,371.0,3.8,345.0,"Lat: 21.2713388, Lng: 40.4307113",Taif,2026-06-10,2026-06-15,Budget hotels in Taif for pilgrims,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2713388,40.4307113,5,Mid-Range
لوريڤ هوتل,371.0,4.8,4219.0,"Lat: 21.248545399999998, Lng: 40.413826199999995",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2485454,40.4138262,5,Mid-Range
روكس الفاخرة ROX Luxury,371.0,5.0,283.0,"Lat: 21.340536999999998, Lng: 40.449889999999996",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.340537,40.44989,5,Mid-Range
شاليهات غزال للفلل الفندقية,371.0,4.7,440.0,"Lat: 21.2147386, Lng: 40.3752202",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2147386,40.3752202,5,Mid-Range
الشاليه الرمادي,371.0,4.8,73.0,"Lat: 21.236198700000003, Lng: 40.3660777",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.236198700000003,40.3660777,5,Mid-Range
فندق ورويك الطائف,371.0,4.7,3260.0,"Lat: 21.330049799999998, Lng: 40.4359761",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3300498,40.4359761,5,Mid-Range
فندق إريديوم,371.0,4.3,1899.0,"Lat: 21.264917, Lng: 40.4147034",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.264917,40.4147034,5,Mid-Range
Rovan Resort أكواخ روڤان,371.0,4.5,32.0,"Lat: 21.55501, Lng: 40.5005885",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.55501,40.5005885,5,Mid-Range
فندق لوفورينا,371.0,4.1,241.0,"Lat: 21.307635899999998, Lng: 40.4318313",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.3076359,40.4318313,5,Mid-Range
فندق فندر,878.0,4.5,761.0,"Lat: 21.277680600000004, Lng: 40.4404921",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.277680600000004,40.4404921,5,Premium
فندق القصر - الطائف,371.0,4.5,109.0,"Lat: 21.5347302, Lng: 40.6154288",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5347302,40.6154288,5,Mid-Range
جنة الطائف - Chalet,1100.0,5.0,8.0,"Lat: 21.531240463256836, Lng: 40.5842399597168",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.53124046325684,40.5842399597168,5,Premium
جناح روف كبير ملكي خاص بسطح وخيمة والعاب اطفال Vip - Three-Bedroom Villa,1600.0,4.1,0.0,"Lat: 21.2797908782959, Lng: 40.43941116333008",Taif,2026-06-10,2026-06-15,Luxury hotels in Taif during Hajj season,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.2797908782959,40.43941116333008,5,Luxury
وحدة سكنية - One-Bedroom Apartment,750.0,4.1,0.0,"Lat: 21.524639129638672, Lng: 40.499019622802734",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.524639129638672,40.499019622802734,5,Mid-Range
فندق نواهل السيل | NAWAHIL ALSAIL,371.0,4.3,88.0,"Lat: 21.4998069, Lng: 40.489531299999996",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4998069,40.4895313,5,Mid-Range
فندق هابي دريم للشقق المخدومة,371.0,3.6,224.0,"Lat: 21.468754699999998, Lng: 40.497502399999995",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4687547,40.4975024,5,Mid-Range
الديوان النجدي للشقق المخدومة,371.0,3.5,675.0,"Lat: 21.484099, Lng: 40.4875991",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.484099,40.4875991,5,Mid-Range
شالية لانتانا الطائف الواصلية - Double Room with Private Bathroom,850.0,4.1,0.0,"Lat: 21.524789810180664, Lng: 40.50122833251953",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.524789810180664,40.50122833251953,5,Premium
شاطي الأحلام,371.0,3.8,774.0,"Lat: 21.494790899999998, Lng: 40.487557699999996",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4947909,40.4875577,5,Mid-Range
فندق مصيف السعادة,371.0,3.9,558.0,"Lat: 21.478692499999998, Lng: 40.4879761",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4786925,40.4879761,5,Mid-Range
فندق ميلان إن Milan Inn,371.0,4.4,189.0,"Lat: 21.508749299999998, Lng: 40.4882503",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5087493,40.4882503,5,Mid-Range
مصيف العرفاء للشقق المخدومة,371.0,3.6,203.0,"Lat: 21.528695499999998, Lng: 40.6096577",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5286955,40.6096577,5,Mid-Range
فندق الردهة,371.0,4.0,398.0,"Lat: 21.4765032, Lng: 40.4903524",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.4765032,40.4903524,5,Mid-Range
استراحة خاصة,371.0,4.1,241.0,"Lat: 21.5370371, Lng: 40.494257499999996",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5370371,40.4942575,5,Mid-Range
أمواج السيل للوحدات السكنية,371.0,3.3,144.0,"Lat: 21.478389999999997, Lng: 40.4868336",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.47839,40.4868336,5,Mid-Range
أكواخ ريف الطائف,371.0,4.7,663.0,"Lat: 21.5153228, Lng: 40.4815384",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5153228,40.4815384,5,Mid-Range
طوارق 2 للشقق الفندقية TAWARIQ 2 Serviced Apartments,371.0,4.3,144.0,"Lat: 21.5276635, Lng: 40.6084891",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5276635,40.6084891,5,Mid-Range
شقق زهرة السيل للشقق المخدومة,371.0,4.6,88.0,"Lat: 21.504500399999998, Lng: 40.4886826",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5045004,40.4886826,5,Mid-Range
Rose.Resort,371.0,4.3,537.0,"Lat: 21.536721699999998, Lng: 40.4943455",Taif,2026-06-10,2026-06-15,Hotels in Taif near Al Sail Al Kabir Miqat,Hajj Peak,Hajj season overflow demand with pilgrims staying in Taif,21.5367217,40.4943455,5,Mid-Range
ايلاف الثانية للشقق المخدومه -فئه اقتصادي - Two-Bedroom Family Apartment,170.0,4.1,0.0,"Lat: 21.23065948486328, Lng: 40.411109924316406",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.23065948486328,40.411109924316406,5,Budget
luxury royal apartments - One-Bedroom Apartment,199.0,4.1,0.0,"Lat: 21.43804931640625, Lng: 40.4788703918457",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.43804931640625,40.4788703918457,5,Budget
فخامة الديار للشقق المخدومة Fakhamat Aldyar For Serviced Apartments - Studio,250.0,4.0,23.0,"Lat: 21.319499969482422, Lng: 40.428550720214844",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.319499969482425,40.42855072021485,5,Budget
فندق أوالف - 4 نجوم,470.0,4.1,3073.0,"Lat: 21.2882359, Lng: 40.419680299999996",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2882359,40.4196803,5,Mid-Range
Platinum Park Serviced Apartment,170.0,3.6,1936.0,"Lat: 21.2956944, Lng: 40.4292084",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2956944,40.4292084,5,Budget
Rose Wood - Studio,220.0,4.4,8.0,"Lat: 21.281600952148438, Lng: 40.40243148803711",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.28160095214844,40.40243148803711,5,Budget
شركة منازل التوت للشقق المخدومة الطايف القيم - Studio,318.0,4.5,8.0,"Lat: 21.34973907470703, Lng: 40.42953872680664",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.34973907470703,40.42953872680664,5,Mid-Range
ڤيلار إن,450.0,4.7,3894.0,"Lat: 21.4510118, Lng: 40.504822399999995",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.4510118,40.5048224,5,Mid-Range
توت هاوس الوسام,353.0,4.4,1124.0,"Lat: 21.233142600000004, Lng: 40.3731541",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.233142600000004,40.3731541,5,Mid-Range
فندق أنتركونتيننتال,769.0,4.5,7315.0,"Lat: 21.3710339, Lng: 40.461931899999996",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.3710339,40.4619319,5,Mid-Range
روز وود الطائف,220.0,3.8,768.0,"Lat: 21.281691, Lng: 40.4023185",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.281691,40.4023185,5,Budget
فندق كيان الطائف,450.0,4.3,1043.0,"Lat: 21.2944004, Lng: 40.4350932",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2944004,40.4350932,5,Mid-Range
Platinum Park,350.0,3.9,1445.0,"Lat: 21.278049900000003, Lng: 40.4349284",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.278049900000003,40.4349284,5,Mid-Range
توت هاوس Toot House,318.0,4.2,460.0,"Lat: 21.3497098, Lng: 40.4296291",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.3497098,40.4296291,5,Mid-Range
قصر لازورد للشقق المخدومة,417.0,3.7,976.0,"Lat: 21.3211949, Lng: 40.4341594",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.3211949,40.4341594,5,Mid-Range
فندق ايرس بوتيك قلب الطائف IRIS boutique Taif Heart Hotel,549.0,4.3,1249.0,"Lat: 21.285967, Lng: 40.4159746",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.285967,40.4159746,5,Mid-Range
أجنحة ريتان للشقق المخدومة Retan serviced apartment,400.0,3.8,629.0,"Lat: 21.2827524, Lng: 40.4127106",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2827524,40.4127106,5,Mid-Range
فندق لوكسري سويتس,619.0,4.9,421.0,"Lat: 21.2871441, Lng: 40.4199048",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2871441,40.4199048,5,Mid-Range
لوريڤ هوتل,371.0,4.8,4219.0,"Lat: 21.248545399999998, Lng: 40.413826199999995",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2485454,40.4138262,5,Mid-Range
منتجع أرائك للفلل الفندقية الفاخرة,371.0,4.2,2731.0,"Lat: 21.2114062, Lng: 40.3967074",Taif,2026-07-01,2026-07-06,Hotels in Taif,Regular Umrah,Regular Umrah related travel near Makkah region,21.2114062,40.3967074,5,Mid-Range
استراحه بمبيت راقيه مع مشب - Two-Bedroom Chalet,700.0,4.1,0.0,"Lat: 21.527360916137695, Lng: 40.62017822265625",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.52736091613769,40.62017822265625,5,Mid-Range
ازورايت للنزل السياحية,371.0,4.6,78.0,"Lat: 21.2330047, Lng: 40.4198048",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.2330047,40.4198048,5,Mid-Range
منتجع قرية الشعلة السياحية للفلل السكنية,371.0,3.7,465.0,"Lat: 21.2768577, Lng: 40.373399299999996",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.2768577,40.3733993,5,Mid-Range
شاليهات بلنسية الاندلس,371.0,4.1,333.0,"Lat: 21.2091177, Lng: 40.4076217",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.2091177,40.4076217,5,Mid-Range
توق,371.0,4.1,82.0,"Lat: 21.4591408, Lng: 40.4725263",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.4591408,40.4725263,5,Mid-Range
استراحة كرم الضيافة,371.0,4.3,80.0,"Lat: 21.393625, Lng: 40.5187837",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.393625,40.5187837,5,Mid-Range
فندق وشاليهات الخزامى السياحي,371.0,3.8,1099.0,"Lat: 21.300456, Lng: 40.4335465",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.300456,40.4335465,5,Mid-Range
بوابة الطائف او واي او 186,371.0,3.7,226.0,"Lat: 21.3485397, Lng: 40.4422784",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.3485397,40.4422784,5,Mid-Range
منتجع أرياف,371.0,3.4,761.0,"Lat: 21.2339809, Lng: 40.377395199999995",Taif,2026-07-01,2026-07-06,Hotels in Taif for Hajj visitors,Regular Umrah,Regular Umrah related travel near Makkah region,21.2339809,40.3773952,5,Mid-Range
دار الهناء - One-Bedroom Apartment,250.0,4.1,0.0,"Lat: 21.286439895629883, Lng: 40.405540466308594",Taif,2026-07-01,2026-07-06,Hotels in Taif near Miqat,Regular Umrah,Regular Umrah related travel near Makkah region,21.286439895629883,40.405540466308594,5,Budget
